"Id_zone","Type_zone","Libelle_zone","Public"
01|44055,Commune,La Baule-Escoublac,1
01|72024,Commune,La Bazoge,1
01|53021,Commune,La Bazoge-Montpinçon,1
01|53022,Commune,La Bazouge-de-Chemeré,1
01|53023,Commune,La Bazouge-des-Alleux,1
01|85021,Commune,La Bernardière,1
01|44012,Commune,La Bernerie-en-Retz,1
01|53031,Commune,La Bigottière,1
01|53033,Commune,La Boissière (53),1
01|85025,Commune,La Boissière-de-Montaigu,1
01|85026,Commune,La Boissière-des-Landes,1
01|44016,Commune,La Boissière-du-Doré,1
01|72040,Commune,La Bosse (72),1
01|49045,Commune,La Breille-les-Pins,1
01|85036,Commune,La Bretonnière-la-Claye,1
01|85039,Commune,La Bruffière,1
01|72049,Commune,La Bruère-sur-Loir,1
01|53045,Commune,La Brûlatte,1
01|85040,Commune,La Caillère-Saint-Hilaire,1
01|85045,Commune,La Chaize-Giraud,1
01|85046,Commune,La Chaize-le-Vicomte,1
01|53056,Commune,La Chapelle-Anthenaise,1
01|53058,Commune,La Chapelle-Craonnaise,1
01|44031,Commune,La Chapelle-Glain,1
01|85054,Commune,La Chapelle-Hermier,1
01|44032,Commune,La Chapelle-Heulin,1
01|72064,Commune,La Chapelle-Huon,1
01|44033,Commune,La Chapelle-Launay,1
01|85055,Commune,La Chapelle-Palluau,1
01|53059,Commune,La Chapelle-Rainsouin,1
01|72065,Commune,La Chapelle-Saint-Aubin,1
01|72066,Commune,La Chapelle-Saint-Fray,1
01|49076,Commune,La Chapelle-Saint-Laud,1
01|72067,Commune,La Chapelle-Saint-Rémy,1
01|85056,Commune,La Chapelle-Thémer,1
01|53057,Commune,La Chapelle-au-Riboul,1
01|72060,Commune,La Chapelle-aux-Choux,1
01|85053,Commune,La Chapelle-aux-Lys,1
01|72061,Commune,La Chapelle-d'Aligné,1
01|44030,Commune,La Chapelle-des-Marais,1
01|72062,Commune,La Chapelle-du-Bois,1
01|44035,Commune,La Chapelle-sur-Erdre,1
01|72068,Commune,La Chartre-sur-le-Loir,1
01|44221,Commune,La Chevallerais,1
01|44041,Commune,La Chevrolière,1
01|85059,Commune,La Châtaigneraie,1
01|85072,Commune,La Copechagnière,1
01|85074,Commune,La Couture (85),1
01|53086,Commune,La Croixille,1
01|53087,Commune,La Cropte,1
01|53093,Commune,La Dorée,1
01|85089,Commune,La Ferrière (85),1
01|72132,Commune,La Ferté-Bernard,1
01|72154,Commune,La Flèche,1
01|72135,Commune,La Fontaine-Saint-Martin,1
01|85096,Commune,La Garnache,1
01|85097,Commune,La Gaubretière,1
01|85098,Commune,La Genétouze (85),1
01|53108,Commune,La Gravelle,1
01|44224,Commune,La Grigonnais,1
01|72147,Commune,La Guierche,1
01|85106,Commune,La Guérinière,1
01|44070,Commune,La Haie-Fouassière,1
01|53111,Commune,La Haie-Traversaine,1
01|49161,Commune,La Jaille-Yvon,1
01|85115,Commune,La Jaudonnière,1
01|85116,Commune,La Jonchère,1
01|49171,Commune,La Lande-Chasles,1
01|44083,Commune,La Limouzinière,1
01|44090,Commune,La Marne,1
01|85140,Commune,La Meilleraie-Tillay,1
01|44095,Commune,La Meilleraye-de-Bretagne,1
01|85142,Commune,La Merlatière,1
01|72198,Commune,La Milesse,1
01|44101,Commune,La Montagne (44),1
01|49201,Commune,La Ménitré,1
01|53173,Commune,La Pallu,1
01|49237,Commune,La Pellerine (49),1
01|53177,Commune,La Pellerine (53),1
01|49240,Commune,La Plaine,1
01|44126,Commune,La Plaine-sur-Mer,1
01|44127,Commune,La Planche,1
01|49247,Commune,La Possonnière,1
01|72249,Commune,La Quinte,1
01|85186,Commune,La Rabatelière,1
01|44140,Commune,La Regrippière,1
01|44141,Commune,La Remaudière,1
01|44222,Commune,La Roche-Blanche (44),1
01|53136,Commune,La Roche-Neuville,1
01|85191,Commune,La Roche-sur-Yon,1
01|49260,Commune,La Romagne (49),1
01|53192,Commune,La Rouaudière,1
01|53191,Commune,La Roë,1
01|85188,Commune,La Réorthe,1
01|53258,Commune,La Selle-Craonnaise,1
01|72346,Commune,La Suze-sur-Sarthe,1
01|49332,Commune,La Séguinière,1
01|85286,Commune,La Taillée,1
01|85289,Commune,La Tardière,1
01|49343,Commune,La Tessoualle,1
01|85294,Commune,La Tranche-sur-Mer,1
01|44211,Commune,La Turballe,1
01|72155,Commune,Laigné-en-Belin,1
01|85117,Commune,Lairoux,1
01|72156,Commune,Lamnay,1
01|85118,Commune,Landeronde,1
01|85120,Commune,Landevieille,1
01|53125,Commune,Landivy,1
01|53126,Commune,Larchamp,1
01|53127,Commune,Lassay-les-Châteaux,1
01|53128,Commune,Laubrières,1
01|53129,Commune,Launay-Villiers,1
01|53130,Commune,Laval,1
01|72157,Commune,Lavardin (72),1
01|72158,Commune,Lavaré,1
01|44080,Commune,Lavau-sur-Loire,1
01|72160,Commune,Lavernat,1
01|72022,Commune,Le Bailleul,1
01|85022,Commune,Le Bernard,1
01|44014,Commune,Le Bignon,1
01|53030,Commune,Le Bignon-du-Maine,1
01|85031,Commune,Le Boupère,1
01|53039,Commune,Le Bourgneuf-la-Forêt,1
01|72046,Commune,Le Breil-sur-Mérize,1
01|53046,Commune,Le Buret,1
01|44028,Commune,Le Cellier,1
01|85050,Commune,Le Champ-Saint-Père,1
01|49112,Commune,Le Coudray-Macouard,1
01|44049,Commune,Le Croisic,1
01|85088,Commune,Le Fenouiller,1
01|53103,Commune,Le Genest-Saint-Isle,1
01|85099,Commune,Le Girouard,1
01|85101,Commune,Le Givre,1
01|72143,Commune,Le Grand-Lucé,1
01|72145,Commune,Le Grez,1
01|85105,Commune,Le Gué-de-Velluire,1
01|44062,Commune,Le Gâvre,1
01|53112,Commune,Le Ham (53),1
01|53116,Commune,Le Horps,1
01|53118,Commune,Le Housseau-Brétignolles,1
01|44079,Commune,Le Landreau,1
01|85121,Commune,Le Langon,1
01|49176,Commune,Le Lion-d'Angers,1
01|44084,Commune,Le Loroux-Bottereau,1
01|72172,Commune,Le Luart,1
01|72176,Commune,Le Lude,1
01|72181,Commune,Le Mans,1
01|49193,Commune,Le May-sur-Èvre,1
01|85139,Commune,Le Mazeau,1
01|44117,Commune,Le Pallet,1
01|53176,Commune,Le Pas,1
01|44120,Commune,Le Pellerin,1
01|85172,Commune,Le Perrier,1
01|44124,Commune,Le Pin (44),1
01|49241,Commune,Le Plessis-Grammoire,1
01|85178,Commune,Le Poiré-sur-Vie,1
01|44135,Commune,Le Pouliguen,1
01|49253,Commune,Le Puy-Notre-Dame,1
01|53190,Commune,Le Ribay,1
01|85285,Commune,Le Tablier,1
01|44203,Commune,Le Temple-de-Bretagne,1
01|72362,Commune,Le Tronchet (72),1
01|44081,Commune,Legé,1
01|85152,Commune,Les Achards,1
01|72015,Commune,Les Aulneaux,1
01|49138,Commune,Les Bois d'Anjou,1
01|85038,Commune,Les Brouzils,1
01|49058,Commune,Les Cerqueux,1
01|85082,Commune,Les Epesses,1
01|49167,Commune,Les Garennes sur Loire,1
01|49080,Commune,Les Hauts-d'Anjou,1
01|85109,Commune,Les Herbiers,1
01|85119,Commune,Les Landes-Genusson,1
01|85129,Commune,Les Lucs-sur-Boulogne,1
01|85131,Commune,Les Magnils-Reigniers,1
01|44106,Commune,Les Moutiers-en-Retz,1
01|72192,Commune,Les Mées (72),1
01|85175,Commune,Les Pineaux,1
01|49246,Commune,Les Ponts-de-Cé,1
01|49257,Commune,Les Rairies,1
01|85194,Commune,Les Sables-d'Olonne,1
01|44198,Commune,Les Sorinières,1
01|44205,Commune,Les Touches,1
01|49359,Commune,Les Ulmes,1
01|85177,Commune,Les Velluire-sur-Vendée,1
01|53131,Commune,Lesbois,1
01|53132,Commune,Levaré,1
01|72161,Commune,Lhomme,1
01|85123,Commune,Liez (85),1
01|53133,Commune,Lignières-Orgères,1
01|44082,Commune,Ligné (44),1
01|72163,Commune,Ligron,1
01|53134,Commune,Livet,1
01|72164,Commune,Livet-en-Saosnois,1
01|53135,Commune,Livré-la-Touche,1
01|85125,Commune,Loge-Fougereuse,1
01|72262,Commune,Loir en Vallée,1
01|49307,Commune,Loire-Authion,1
01|44213,Commune,Loireauxence,1
01|53137,Commune,Loiron-Ruillé,1
01|49178,Commune,Loiré,1
01|72165,Commune,Lombron,1
01|85127,Commune,Longeville-sur-Mer,1
01|72166,Commune,Longnes (72),1
01|49200,Commune,Longuenée-en-Anjou,1
01|49180,Commune,Longué-Jumelles,1
01|85126,Commune,Longèves (85),1
01|72167,Commune,Louailles,1
01|44085,Commune,Louisfert,1
01|53139,Commune,Loupfougères,1
01|72169,Commune,Louplande,1
01|49182,Commune,Louresse-Rochemenier,1
01|53140,Commune,Louverné,1
01|72170,Commune,Louvigny (72),1
01|53141,Commune,Louvigné,1
01|72171,Commune,Louzes,1
01|72168,Commune,Loué,1
01|72173,Commune,Luceau,1
01|72175,Commune,Luché-Pringé,1
01|72174,Commune,Lucé-sous-Ballon,1
01|44086,Commune,Lusanger,1
01|85128,Commune,Luçon,1
01|49373,Commune,Lys-Haut-Layon,1
01|44087,Commune,Machecoul-Saint-Même,1
01|85130,Commune,Maché,1
01|53142,Commune,Madré,1
01|72177,Commune,Maigné,1
01|85133,Commune,Maillezais,1
01|85132,Commune,Maillé (85),1
01|44088,Commune,Maisdon-sur-Sèvre,1
01|72178,Commune,Maisoncelles (72),1
01|53143,Commune,Maisoncelles-du-Maine,1
01|72179,Commune,Malicorne-sur-Sarthe,1
01|85134,Commune,Mallièvre,1
01|44089,Commune,Malville,1
01|72180,Commune,Mamers,1
01|72182,Commune,Mansigné,1
01|53144,Commune,Marcillé-la-Ville,1
01|49188,Commune,Marcé,1
01|72184,Commune,Mareil-en-Champagne,1
01|72185,Commune,Mareil-sur-Loir,1
01|72186,Commune,Maresché,1
01|85135,Commune,Mareuil-sur-Lay-Dissais,1
01|72187,Commune,Marigné-Laillé,1
01|53145,Commune,Marigné-Peuton,1
01|85136,Commune,Marillet,1
01|72189,Commune,Marolles-les-Braults,1
01|72190,Commune,Marolles-lès-Saint-Calais,1
01|72188,Commune,Marollette,1
01|44091,Commune,Marsac-sur-Don,1
01|85137,Commune,Marsais-Sainte-Radégonde,1
01|53146,Commune,Martigné-sur-Mayenne,1
01|85138,Commune,Martinet,1
01|72183,Commune,Marçon,1
01|44092,Commune,Massérac,1
01|49244,Commune,Mauges-sur-Loire,1
01|49192,Commune,Maulévrier,1
01|44094,Commune,Mauves-sur-Loire,1
01|53147,Commune,Mayenne,1
01|72191,Commune,Mayet,1
01|49195,Commune,Mazières-en-Mauges,1
01|49194,Commune,Mazé-Milon,1
01|72193,Commune,Melleray,1
01|85141,Commune,Menomblet,1
01|85143,Commune,Mervent,1
01|53152,Commune,Meslay-du-Maine,1
01|85144,Commune,Mesnard-la-Barotière,1
01|44097,Commune,Mesquer,1
01|72194,Commune,Meurcé,1
01|49205,Commune,Miré,1
01|44098,Commune,Missillac,1
01|44099,Commune,Moisdon-la-Rivière,1
01|72199,Commune,Moitron-sur-Sarthe,1
01|72200,Commune,Moncé-en-Belin,1
01|72201,Commune,Moncé-en-Saosnois,1
01|72202,Commune,Monhoudou,1
01|44100,Commune,Monnières (44),1
01|85145,Commune,Monsireigne,1
01|72211,Commune,Mont-Saint-Jean (72),1
01|85146,Commune,Montaigu-Vendée,1
01|72204,Commune,Montaillé,1
01|53154,Commune,Montaudin,1
01|44102,Commune,Montbert,1
01|72205,Commune,Montbizot,1
01|53155,Commune,Montenay,1
01|53156,Commune,Montflours,1
01|72241,Commune,Montfort-le-Gesnois,1
01|53157,Commune,Montigné-le-Brillant,1
01|49209,Commune,Montigné-lès-Rairies,1
01|49211,Commune,Montilliers,1
01|53158,Commune,Montjean (53),1
01|72208,Commune,Montmirail (72),1
01|44103,Commune,Montoir-de-Bretagne,1
01|85147,Commune,Montournais,1
01|44104,Commune,Montrelais,1
01|85148,Commune,Montreuil (85),1
01|49215,Commune,Montreuil-Bellay,1
01|49214,Commune,Montreuil-Juigné,1
01|53160,Commune,Montreuil-Poulay,1
01|72209,Commune,Montreuil-le-Chétif,1
01|72210,Commune,Montreuil-le-Henri,1
01|49216,Commune,Montreuil-sur-Loir,1
01|49217,Commune,Montreuil-sur-Maine,1
01|49218,Commune,Montrevault-sur-Èvre,1
01|85197,Commune,Montréverd,1
01|49219,Commune,Montsoreau,1
01|53161,Commune,Montsûrs,1
01|72071,Commune,Montval-sur-Loir,1
01|49220,Commune,Morannes sur Sarthe-Daumeray,1
01|85149,Commune,Moreilles,1
01|85151,Commune,Mortagne-sur-Sèvre,1
01|44105,Commune,Mouais,1
01|85153,Commune,Mouchamps,1
01|85154,Commune,Mouilleron-Saint-Germain,1
01|85155,Commune,Mouilleron-le-Captif,1
01|53162,Commune,Moulay,1
01|49221,Commune,Mouliherne,1
01|72212,Commune,Moulins-le-Carbonnel,1
01|85156,Commune,Moutiers-les-Mauxfaits,1
01|85157,Commune,Moutiers-sur-le-Lay,1
01|44107,Commune,Mouzeil,1
01|85158,Commune,Mouzeuil-Saint-Martin,1
01|44108,Commune,Mouzillon,1
01|49222,Commune,Mozé-sur-Louet,1
01|72213,Commune,Mulsanne,1
01|53148,Commune,Mée,1
01|53150,Commune,Ménil,1
01|53151,Commune,Méral,1
01|44096,Commune,Mésanger,1
01|53153,Commune,Mézangers,1
01|72195,Commune,Mézeray,1
01|72197,Commune,Mézières-sous-Lavardin,1
01|72196,Commune,Mézières-sur-Ponthouin,1
01|49223,Commune,Mûrs-Erigné,1
01|85159,Commune,Nalliers (85),1
01|44109,Commune,Nantes,1
01|72214,Commune,Nauvay,1
01|53163,Commune,Neau,1
01|85160,Commune,Nesmy,1
01|72215,Commune,Neufchâtel-en-Saosnois,1
01|53164,Commune,Neuilly-le-Vendin,1
01|49224,Commune,Neuillé,1
01|72216,Commune,Neuvillalais,1
01|72217,Commune,Neuville-sur-Sarthe,1
01|72218,Commune,Neuvillette-en-Charnie,1
01|53165,Commune,Niafles,1
01|85161,Commune,Nieul-le-Dolent,1
01|72220,Commune,Nogent-le-Bernard,1
01|72221,Commune,Nogent-sur-Loir,1
01|85163,Commune,Noirmoutier-en-l'Île,1
01|44110,Commune,Nort-sur-Erdre,1
01|85164,Commune,Notre-Dame-de-Monts,1
01|85189,Commune,Notre-Dame-de-Riez,1
01|44111,Commune,Notre-Dame-des-Landes,1
01|72232,Commune,Notre-Dame-du-Pé,1
01|72222,Commune,Nouans,1
01|44112,Commune,Noyal-sur-Brutz,1
01|49228,Commune,Noyant-Villages,1
01|72223,Commune,Noyen-sur-Sarthe,1
01|44113,Commune,Nozay (44),1
01|49231,Commune,Nuaillé,1
01|72224,Commune,Nuillé-le-Jalais,1
01|53168,Commune,Nuillé-sur-Vicoin,1
01|53170,Commune,Oisseau,1
01|72225,Commune,Oisseau-le-Petit,1
01|72226,Commune,Oizé,1
01|53169,Commune,Olivet (53),1
01|49248,Commune,Ombrée d'Anjou,1
01|53172,Commune,Origné,1
01|44114,Commune,Orvault,1
01|49069,Commune,Orée d'Anjou,1
01|44115,Commune,Oudon,1
01|44116,Commune,Paimbœuf,1
01|85169,Commune,Palluau,1
01|44118,Commune,Pannecé,1
01|72227,Commune,Panon,1
01|72228,Commune,Parcé-sur-Sarthe,1
01|72229,Commune,Parennes,1
01|72231,Commune,Parigné-l'Évêque,1
01|72230,Commune,Parigné-le-Pôlin,1
01|53174,Commune,Parigné-sur-Braye,1
01|49235,Commune,Parnay (49),1
01|53175,Commune,Parné-sur-Roc,1
01|49236,Commune,Passavant-sur-Layon,1
01|44119,Commune,Paulx,1
01|72233,Commune,Peray,1
01|44121,Commune,Petit-Auverné,1
01|44122,Commune,Petit-Mars,1
01|85174,Commune,Petosse,1
01|53178,Commune,Peuton,1
01|72234,Commune,Pezé-le-Robert,1
01|72235,Commune,Piacé,1
01|44123,Commune,Pierric,1
01|72236,Commune,Pincé,1
01|44125,Commune,Piriac-sur-Mer,1
01|72237,Commune,Pirmil,1
01|85176,Commune,Pissotte,1
01|72238,Commune,Pizieux,1
01|53179,Commune,Placé,1
01|44128,Commune,Plessé,1
01|72239,Commune,Poillé-sur-Vègre,1
01|85179,Commune,Poiroux,1
01|53180,Commune,Pommerieux,1
01|44130,Commune,Pont-Saint-Martin,1
01|44129,Commune,Pontchâteau,1
01|53181,Commune,Pontmain,1
01|72243,Commune,Pontvallain,1
01|44131,Commune,Pornic,1
01|44132,Commune,Pornichet,1
01|53182,Commune,Port-Brillet,1
01|44133,Commune,Port-Saint-Père,1
01|85181,Commune,Pouillé (85),1
01|44134,Commune,Pouillé-les-Côteaux,1
01|85182,Commune,Pouzauges,1
01|44137,Commune,Prinquiau,1
01|72248,Commune,Pruillé-l'Éguillé,1
01|72247,Commune,Pruillé-le-Chétif,1
01|53185,Commune,Pré-en-Pail-Saint-Samson,1
01|53184,Commune,Préaux (53),1
01|72244,Commune,Précigné,1
01|53124,Commune,Prée-d'Anjou,1
01|44136,Commune,Préfailles,1
01|72245,Commune,Préval,1
01|72246,Commune,Prévelles,1
01|44138,Commune,Puceul,1
01|85184,Commune,Puy-de-Serre,1
01|85185,Commune,Puyravault (85),1
01|85171,Commune,Péault,1
01|53186,Commune,Quelaines-Saint-Gault,1
01|44139,Commune,Quilly (44),1
01|72250,Commune,Rahay,1
01|53187,Commune,Ravigny,1
01|44142,Commune,Remouillé,1
01|53188,Commune,Renazé,1
01|53189,Commune,Rennes-en-Grenouilles,1
01|72251,Commune,René,1
01|72252,Commune,Requeil,1
01|44143,Commune,Rezé,1
01|44144,Commune,Riaillé,1
01|85213,Commune,Rives de l'Yon,1
01|85162,Commune,Rives-d'Autise,1
01|49377,Commune,Rives-du-Loir-en-Anjou,1
01|49259,Commune,Rochefort-sur-Loire,1
01|85190,Commune,Rocheservière,1
01|85192,Commune,Rochetrejoux,1
01|85193,Commune,Rosnay (85),1
01|49262,Commune,Rou-Marson,1
01|44145,Commune,Rouans,1
01|72254,Commune,Rouessé-Fontaine,1
01|72255,Commune,Rouessé-Vassé,1
01|72256,Commune,Rouez,1
01|44146,Commune,Rougé,1
01|72257,Commune,Rouillon,1
01|72259,Commune,Rouperroux-le-Coquet,1
01|72253,Commune,Roëzé-sur-Sarthe,1
01|72260,Commune,Ruaudin,1
01|44148,Commune,Ruffigné,1
01|53193,Commune,Ruillé-Froid-Fonds,1
01|72261,Commune,Ruillé-en-Champagne,1
01|85187,Commune,Réaumur,1
01|72264,Commune,Sablé-sur-Sarthe,1
01|53195,Commune,Sacé,1
01|44149,Commune,Saffré,1
01|72265,Commune,Saint-Aignan (72),1
01|44150,Commune,Saint-Aignan-Grandlieu,1
01|53196,Commune,Saint-Aignan-de-Couptrain,1
01|53197,Commune,Saint-Aignan-sur-Roë,1
01|85196,Commune,Saint-André-Goule-d'Oie,1
01|44151,Commune,Saint-André-des-Eaux (44),1
01|53199,Commune,Saint-Aubin-Fosse-Louvain,1
01|72266,Commune,Saint-Aubin-de-Locquenay,1
01|44153,Commune,Saint-Aubin-des-Châteaux,1
01|72267,Commune,Saint-Aubin-des-Coudrais,1
01|85198,Commune,Saint-Aubin-des-Ormeaux,1
01|53198,Commune,Saint-Aubin-du-Désert,1
01|85199,Commune,Saint-Aubin-la-Plaine,1
01|49266,Commune,Saint-Augustin-des-Bois,1
01|85200,Commune,Saint-Avaugourd-des-Landes,1
01|49267,Commune,Saint-Barthélemy-d'Anjou,1
01|53200,Commune,Saint-Baudelle,1
01|85201,Commune,Saint-Benoist-sur-Mer,1
01|53201,Commune,Saint-Berthevin,1
01|53202,Commune,Saint-Berthevin-la-Tannière,1
01|72268,Commune,Saint-Biez-en-Belin,1
01|44154,Commune,Saint-Brevin-les-Pins,1
01|53203,Commune,Saint-Brice (53),1
01|72269,Commune,Saint-Calais,1
01|53204,Commune,Saint-Calais-du-Désert,1
01|72270,Commune,Saint-Calez-en-Saosnois,1
01|53206,Commune,Saint-Charles-la-Forêt,1
01|49269,Commune,Saint-Christophe-du-Bois,1
01|72273,Commune,Saint-Christophe-du-Jambet,1
01|85204,Commune,Saint-Christophe-du-Ligneron,1
01|72274,Commune,Saint-Christophe-en-Champagne,1
01|49271,Commune,Saint-Clément-de-la-Place,1
01|49272,Commune,Saint-Clément-des-Levées,1
01|44155,Commune,Saint-Colomban,1
01|72275,Commune,Saint-Corneille,1
01|72276,Commune,Saint-Cosme-en-Vairais,1
01|85205,Commune,Saint-Cyr-des-Gâts,1
01|53208,Commune,Saint-Cyr-en-Pail,1
01|85206,Commune,Saint-Cyr-en-Talmondais,1
01|53209,Commune,Saint-Cyr-le-Gravelais,1
01|72271,Commune,Saint-Célerin,1
01|53210,Commune,Saint-Denis-d'Anjou,1
01|72278,Commune,Saint-Denis-d'Orques,1
01|53211,Commune,Saint-Denis-de-Gastines,1
01|72277,Commune,Saint-Denis-des-Coudrais,1
01|53212,Commune,Saint-Denis-du-Maine,1
01|85207,Commune,Saint-Denis-du-Payré,1
01|85208,Commune,Saint-Denis-la-Chevasse,1
01|53213,Commune,Saint-Ellier-du-Maine,1
01|53214,Commune,Saint-Erblon (53),1
01|44159,Commune,Saint-Fiacre-sur-Maine,1
01|53216,Commune,Saint-Fraimbault-de-Prières,1
01|85215,Commune,Saint-Fulgent,1
01|53219,Commune,Saint-Georges-Buttavent,1
01|85218,Commune,Saint-Georges-de-Pointindoux,1
01|72279,Commune,Saint-Georges-de-la-Couée,1
01|72280,Commune,Saint-Georges-du-Bois (72),1
01|72281,Commune,Saint-Georges-du-Rosay,1
01|53220,Commune,Saint-Georges-le-Fléchard,1
01|72282,Commune,Saint-Georges-le-Gaultier,1
01|53221,Commune,Saint-Georges-sur-Erve,1
01|49283,Commune,Saint-Georges-sur-Loire,1
01|53222,Commune,Saint-Germain-d'Anxure,1
01|72283,Commune,Saint-Germain-d'Arcé,1
01|53223,Commune,Saint-Germain-de-Coulamer,1
01|85220,Commune,Saint-Germain-de-Prinçay,1
01|49284,Commune,Saint-Germain-des-Prés (49),1
01|53224,Commune,Saint-Germain-le-Fouilloux,1
01|53225,Commune,Saint-Germain-le-Guillaume,1
01|85221,Commune,Saint-Gervais (85),1
01|72286,Commune,Saint-Gervais-de-Vic,1
01|72287,Commune,Saint-Gervais-en-Belin,1
01|44161,Commune,Saint-Gildas-des-Bois,1
01|85222,Commune,Saint-Gilles-Croix-de-Vie,1
01|44162,Commune,Saint-Herblain,1
01|44164,Commune,Saint-Hilaire-de-Chaléons,1
01|44165,Commune,Saint-Hilaire-de-Clisson,1
01|85226,Commune,Saint-Hilaire-de-Riez,1
01|85229,Commune,Saint-Hilaire-de-Voust,1
01|85227,Commune,Saint-Hilaire-des-Loges,1
01|53226,Commune,Saint-Hilaire-du-Maine,1
01|85231,Commune,Saint-Hilaire-la-Forêt,1
01|85232,Commune,Saint-Hilaire-le-Vouhis,1
01|72290,Commune,Saint-Jean-d'Assé,1
01|85233,Commune,Saint-Jean-de-Beugné,1
01|44166,Commune,Saint-Jean-de-Boiseau,1
01|85234,Commune,Saint-Jean-de-Monts,1
01|49288,Commune,Saint-Jean-de-la-Croix,1
01|72291,Commune,Saint-Jean-de-la-Motte,1
01|72292,Commune,Saint-Jean-des-Échelles,1
01|72293,Commune,Saint-Jean-du-Bois,1
01|53229,Commune,Saint-Jean-sur-Mayenne,1
01|44168,Commune,Saint-Joachim,1
01|85235,Commune,Saint-Juire-Champgillon,1
01|44169,Commune,Saint-Julien-de-Concelles,1
01|44170,Commune,Saint-Julien-de-Vouvantes,1
01|85236,Commune,Saint-Julien-des-Landes,1
01|53230,Commune,Saint-Julien-du-Terroux,1
01|49291,Commune,Saint-Just-sur-Dive,1
01|49294,Commune,Saint-Lambert-la-Potherie,1
01|85237,Commune,Saint-Laurent-de-la-Salle,1
01|85238,Commune,Saint-Laurent-sur-Sèvre,1
01|72295,Commune,Saint-Longis,1
01|53233,Commune,Saint-Loup-du-Dorat,1
01|53234,Commune,Saint-Loup-du-Gast,1
01|44173,Commune,Saint-Lumine-de-Clisson,1
01|44174,Commune,Saint-Lumine-de-Coutais,1
01|44175,Commune,Saint-Lyphard,1
01|53232,Commune,Saint-Léger (53),1
01|49298,Commune,Saint-Léger-de-Linières,1
01|44171,Commune,Saint-Léger-les-Vignes,1
01|49299,Commune,Saint-Léger-sous-Cholet,1
01|72294,Commune,Saint-Léonard-des-Bois,1
01|49302,Commune,Saint-Macaire-du-Bois,1
01|72296,Commune,Saint-Maixent,1
01|85239,Commune,Saint-Maixent-sur-Vie,1
01|44176,Commune,Saint-Malo-de-Guersac,1
01|85240,Commune,Saint-Malô-du-Bois,1
01|72297,Commune,Saint-Marceau (72),1
01|72299,Commune,Saint-Mars-d'Outillé,1
01|44178,Commune,Saint-Mars-de-Coutais,1
01|72298,Commune,Saint-Mars-de-Locquenay,1
01|44179,Commune,Saint-Mars-du-Désert (44),1
01|53236,Commune,Saint-Mars-du-Désert (53),1
01|72300,Commune,Saint-Mars-la-Brière,1
01|85242,Commune,Saint-Mars-la-Réorthe,1
01|53237,Commune,Saint-Mars-sur-Colmont,1
01|53238,Commune,Saint-Mars-sur-la-Futaie,1
01|85248,Commune,Saint-Martin-Lars-en-Sainte-Hermine,1
01|85244,Commune,Saint-Martin-de-Fraigneau,1
01|85245,Commune,Saint-Martin-des-Fontaines,1
01|72302,Commune,Saint-Martin-des-Monts,1
01|85246,Commune,Saint-Martin-des-Noyers,1
01|85247,Commune,Saint-Martin-des-Tilleuls,1
01|49306,Commune,Saint-Martin-du-Fouilloux (49),1
01|53240,Commune,Saint-Martin-du-Limet,1
01|85250,Commune,Saint-Mathurin,1
01|85251,Commune,Saint-Maurice-des-Noues,1
01|85252,Commune,Saint-Maurice-le-Girard,1
01|49308,Commune,Saint-Melaine-sur-Aubance,1
01|85254,Commune,Saint-Mesmin (85),1
01|44182,Commune,Saint-Michel-Chef-Chef,1
01|72303,Commune,Saint-Michel-de-Chavaignes,1
01|53242,Commune,Saint-Michel-de-la-Roë,1
01|85255,Commune,Saint-Michel-en-l'Herm,1
01|85256,Commune,Saint-Michel-le-Cloucq,1
01|44183,Commune,Saint-Molf,1
01|44184,Commune,Saint-Nazaire (44),1
01|44185,Commune,Saint-Nicolas-de-Redon,1
01|72305,Commune,Saint-Ouen-de-Mimbré,1
01|72306,Commune,Saint-Ouen-en-Belin,1
01|72307,Commune,Saint-Ouen-en-Champagne,1
01|53243,Commune,Saint-Ouën-des-Toits,1
01|72308,Commune,Saint-Paterne - Le Chevain,1
01|85260,Commune,Saint-Paul-Mont-Penit,1
01|49310,Commune,Saint-Paul-du-Bois,1
01|85259,Commune,Saint-Paul-en-Pareds,1
01|72309,Commune,Saint-Paul-le-Gaultier,1
01|72310,Commune,Saint-Pavace,1
01|85262,Commune,Saint-Philbert-de-Bouaine,1
01|44188,Commune,Saint-Philbert-de-Grand-Lieu,1
01|49311,Commune,Saint-Philbert-du-Peuple,1
01|72311,Commune,Saint-Pierre-de-Chevillé,1
01|72312,Commune,Saint-Pierre-des-Bois,1
01|53245,Commune,Saint-Pierre-des-Landes,1
01|53246,Commune,Saint-Pierre-des-Nids,1
01|72313,Commune,Saint-Pierre-des-Ormes,1
01|85264,Commune,Saint-Pierre-du-Chemin,1
01|72314,Commune,Saint-Pierre-du-Lorouër,1
01|53247,Commune,Saint-Pierre-la-Cour,1
01|85265,Commune,Saint-Pierre-le-Vieux (85),1
01|53248,Commune,Saint-Pierre-sur-Erve,1
01|53250,Commune,Saint-Poix,1
01|85266,Commune,Saint-Prouant,1
01|44187,Commune,Saint-Père-en-Retz,1
01|53251,Commune,Saint-Quentin-les-Anges,1
01|72315,Commune,Saint-Rémy-de-Sillé,1
01|72316,Commune,Saint-Rémy-des-Monts,1
01|72317,Commune,Saint-Rémy-du-Val,1
