Id_zone,Type_zone,Libelle_zone,value,label
01|44018,Commune,Bouaye,370,Commune - Bouaye
01|53035,Commune,Bouchamps-lès-Craon,371,Commune - Bouchamps-lès-Craon
01|49035,Commune,Bouchemaine,372,Commune - Bouchemaine
01|53037,Commune,Bouessay,373,Commune - Bouessay
01|44020,Commune,Bouguenais,374,Commune - Bouguenais
01|85028,Commune,Bouillé-Courdault,375,Commune - Bouillé-Courdault
01|49036,Commune,Bouillé-Ménard,376,Commune - Bouillé-Ménard
01|85029,Commune,Bouin,377,Commune - Bouin
01|53038,Commune,Boulay-les-Ifs,378,Commune - Boulay-les-Ifs
01|72042,Commune,Bouloire,379,Commune - Bouloire
01|49038,Commune,Bourg-l'Évêque,380,Commune - Bourg-l'Évêque
01|72043,Commune,Bourg-le-Roi,381,Commune - Bourg-le-Roi
01|53040,Commune,Bourgon,382,Commune - Bourgon
01|85033,Commune,Bourneau,383,Commune - Bourneau
01|85034,Commune,Bournezeau,384,Commune - Bournezeau
01|44022,Commune,Boussay (44),385,Commune - Boussay (44)
01|72044,Commune,Bousse (72),386,Commune - Bousse (72)
01|44023,Commune,Bouvron (44),387,Commune - Bouvron (44)
01|53036,Commune,Bouère,388,Commune - Bouère
01|44019,Commune,Bouée,389,Commune - Bouée
01|72041,Commune,Bouër,390,Commune - Bouër
01|72038,Commune,Boëssé-le-Sec,391,Commune - Boëssé-le-Sec
01|49041,Commune,Brain-sur-Allonnes,392,Commune - Brain-sur-Allonnes
01|44024,Commune,Brains,393,Commune - Brains
01|72045,Commune,Brains-sur-Gée,394,Commune - Brains-sur-Gée
01|53041,Commune,Brains-sur-les-Marches,395,Commune - Brains-sur-les-Marches
01|53042,Commune,Brecé,396,Commune - Brecé
01|85243,Commune,Brem-sur-Mer,397,Commune - Brem-sur-Mer
01|85035,Commune,Bretignolles-sur-Mer,398,Commune - Bretignolles-sur-Mer
01|72047,Commune,Brette-les-Pins,399,Commune - Brette-les-Pins
01|85037,Commune,Breuil-Barret,400,Commune - Breuil-Barret
01|49048,Commune,Briollay,401,Commune - Briollay
01|72048,Commune,Briosne-lès-Sables,402,Commune - Briosne-lès-Sables
01|49050,Commune,Brissac Loire Aubance,403,Commune - Brissac Loire Aubance
01|49053,Commune,Brossay,404,Commune - Brossay
01|53043,Commune,Brée,405,Commune - Brée
01|72050,Commune,Brûlon,406,Commune - Brûlon
01|49026,Commune,Bécon-les-Granits,407,Commune - Bécon-les-Granits
01|49027,Commune,Bégrolles-en-Mauges,408,Commune - Bégrolles-en-Mauges
01|49028,Commune,Béhuard,409,Commune - Béhuard
01|72034,Commune,Bérus,410,Commune - Bérus
01|72036,Commune,Béthon,411,Commune - Béthon
01|44025,Commune,Campbon,412,Commune - Campbon
01|49054,Commune,Candé,413,Commune - Candé
01|49055,Commune,Cantenay-Épinard,414,Commune - Cantenay-Épinard
01|49056,Commune,Carbay,415,Commune - Carbay
01|53047,Commune,Carelles,416,Commune - Carelles
01|44026,Commune,Carquefou,417,Commune - Carquefou
01|44027,Commune,Casson,418,Commune - Casson
01|49057,Commune,Cernusson,419,Commune - Cernusson
01|85041,Commune,Cezais,420,Commune - Cezais
01|72052,Commune,Chahaignes,421,Commune - Chahaignes
01|53048,Commune,Chailland,422,Commune - Chailland
01|85042,Commune,Chaillé-les-Marais,423,Commune - Chaillé-les-Marais
01|49061,Commune,Challain-la-Potherie,424,Commune - Challain-la-Potherie
01|85047,Commune,Challans,425,Commune - Challans
01|72053,Commune,Challes,426,Commune - Challes
01|49063,Commune,Chalonnes-sur-Loire,427,Commune - Chalonnes-sur-Loire
01|49064,Commune,Chambellay,428,Commune - Chambellay
01|72054,Commune,Champagné,429,Commune - Champagné
01|85049,Commune,Champagné-les-Marais,430,Commune - Champagné-les-Marais
01|72056,Commune,Champfleur,431,Commune - Champfleur
01|53052,Commune,Champfrémont,432,Commune - Champfrémont
01|53053,Commune,Champgenéteux,433,Commune - Champgenéteux
01|72057,Commune,Champrond,434,Commune - Champrond
01|49068,Commune,Champtocé-sur-Loire,435,Commune - Champtocé-sur-Loire
01|53051,Commune,Champéon,436,Commune - Champéon
01|53054,Commune,Changé (53),437,Commune - Changé (53)
01|72058,Commune,Changé (72),438,Commune - Changé (72)
01|49070,Commune,Chanteloup-les-Bois,439,Commune - Chanteloup-les-Bois
01|72059,Commune,Chantenay-Villedieu,440,Commune - Chantenay-Villedieu
01|85051,Commune,Chantonnay,441,Commune - Chantonnay
01|53055,Commune,Chantrigné,442,Commune - Chantrigné
01|85302,Commune,Chanverrie,443,Commune - Chanverrie
01|53061,Commune,Charchigné,444,Commune - Charchigné
01|85058,Commune,Chasnais,445,Commune - Chasnais
01|72070,Commune,Chassillé,446,Commune - Chassillé
01|85064,Commune,Chauché,447,Commune - Chauché
01|49082,Commune,Chaudefonds-sur-Layon,448,Commune - Chaudefonds-sur-Layon
01|72073,Commune,Chaufour-Notre-Dame,449,Commune - Chaufour-Notre-Dame
01|44005,Commune,Chaumes-en-Retz,450,Commune - Chaumes-en-Retz
01|44038,Commune,Chauvé,451,Commune - Chauvé
01|85065,Commune,Chavagnes-en-Paillers,452,Commune - Chavagnes-en-Paillers
01|85066,Commune,Chavagnes-les-Redoux,453,Commune - Chavagnes-les-Redoux
01|49089,Commune,Chazé-sur-Argos,454,Commune - Chazé-sur-Argos
01|49090,Commune,Cheffes,455,Commune - Cheffes
01|85067,Commune,Cheffois,456,Commune - Cheffois
01|44039,Commune,Cheix-en-Retz,457,Commune - Cheix-en-Retz
01|53066,Commune,Chemazé,458,Commune - Chemazé
01|49092,Commune,Chemillé-en-Anjou,459,Commune - Chemillé-en-Anjou
01|72074,Commune,Chemiré-en-Charnie,460,Commune - Chemiré-en-Charnie
01|72075,Commune,Chemiré-le-Gaudin,461,Commune - Chemiré-le-Gaudin
01|72076,Commune,Chenay (72),462,Commune - Chenay (72)
01|49067,Commune,Chenillé-Champteussé,463,Commune - Chenillé-Champteussé
01|72077,Commune,Chenu,464,Commune - Chenu
01|72080,Commune,Cherré-Au,465,Commune - Cherré-Au
01|53069,Commune,Chevaigné-du-Maine,466,Commune - Chevaigné-du-Maine
01|72083,Commune,Chevillé,467,Commune - Chevillé
01|49099,Commune,Cholet,468,Commune - Cholet
01|53049,Commune,Châlons-du-Maine,469,Commune - Châlons-du-Maine
01|53062,Commune,Château-Gontier-sur-Mayenne,470,Commune - Château-Gontier-sur-Mayenne
01|85061,Commune,Château-Guibert,471,Commune - Château-Guibert
01|44037,Commune,Château-Thébaud,472,Commune - Château-Thébaud
01|72072,Commune,Château-l'Hermitage,473,Commune - Château-l'Hermitage
01|44036,Commune,Châteaubriant,474,Commune - Châteaubriant
01|85062,Commune,Châteauneuf (85),475,Commune - Châteauneuf (85)
01|53063,Commune,Châtelain,476,Commune - Châtelain
01|53064,Commune,Châtillon-sur-Colmont,477,Commune - Châtillon-sur-Colmont
01|53067,Commune,Chémeré-le-Roi,478,Commune - Chémeré-le-Roi
01|53068,Commune,Chérancé (53),479,Commune - Chérancé (53)
01|72078,Commune,Chérancé (72),480,Commune - Chérancé (72)
01|72079,Commune,Chérisay,481,Commune - Chérisay
01|49100,Commune,Cizay-la-Madeleine,482,Commune - Cizay-la-Madeleine
01|72084,Commune,Clermont-Créans,483,Commune - Clermont-Créans
01|44043,Commune,Clisson,484,Commune - Clisson
01|49102,Commune,Cléré-sur-Layon,485,Commune - Cléré-sur-Layon
01|72085,Commune,Cogners,486,Commune - Cogners
01|53071,Commune,Colombiers-du-Plessis,487,Commune - Colombiers-du-Plessis
01|85071,Commune,Commequiers,488,Commune - Commequiers
01|53072,Commune,Commer,489,Commune - Commer
01|72086,Commune,Commerveil,490,Commune - Commerveil
01|72087,Commune,Conflans-sur-Anille,491,Commune - Conflans-sur-Anille
01|53073,Commune,Congrier,492,Commune - Congrier
01|72088,Commune,Congé-sur-Orne,493,Commune - Congé-sur-Orne
01|72089,Commune,Conlie,494,Commune - Conlie
01|72090,Commune,Connerré,495,Commune - Connerré
01|44044,Commune,Conquereuil,496,Commune - Conquereuil
01|53074,Commune,Contest,497,Commune - Contest
01|72091,Commune,Contilly,498,Commune - Contilly
01|44156,Commune,Corcoué-sur-Logne,499,Commune - Corcoué-sur-Logne
01|44045,Commune,Cordemais,500,Commune - Cordemais
01|72093,Commune,Cormes,501,Commune - Cormes
01|49107,Commune,Cornillé-les-Caves,502,Commune - Cornillé-les-Caves
01|49109,Commune,Coron,503,Commune - Coron
01|85073,Commune,Corpe,504,Commune - Corpe
01|44046,Commune,Corsept,505,Commune - Corsept
01|49110,Commune,Corzé,506,Commune - Corzé
01|53075,Commune,Cosmes,507,Commune - Cosmes
01|53076,Commune,Cossé-en-Champagne,508,Commune - Cossé-en-Champagne
01|53077,Commune,Cossé-le-Vivien,509,Commune - Cossé-le-Vivien
01|53078,Commune,Coudray (53),510,Commune - Coudray (53)
01|72094,Commune,Coudrecieux,511,Commune - Coudrecieux
01|53079,Commune,Couesmes-Vaucé,512,Commune - Couesmes-Vaucé
01|44048,Commune,Couffé,513,Commune - Couffé
01|72095,Commune,Coulaines,514,Commune - Coulaines
01|72096,Commune,Coulans-sur-Gée,515,Commune - Coulans-sur-Gée
01|72098,Commune,Coulongé,516,Commune - Coulongé
01|53080,Commune,Couptrain,517,Commune - Couptrain
01|53082,Commune,Courbeveille,518,Commune - Courbeveille
01|72099,Commune,Courcebœufs,519,Commune - Courcebœufs
01|72100,Commune,Courcelles-la-Forêt,520,Commune - Courcelles-la-Forêt
01|72101,Commune,Courcemont,521,Commune - Courcemont
01|49113,Commune,Courchamps (49),522,Commune - Courchamps (49)
01|53083,Commune,Courcité,523,Commune - Courcité
01|72102,Commune,Courcival,524,Commune - Courcival
01|72103,Commune,Courdemanche (72),525,Commune - Courdemanche (72)
01|72104,Commune,Courgains,526,Commune - Courgains
01|72105,Commune,Courgenard,527,Commune - Courgenard
01|49114,Commune,Courléon,528,Commune - Courléon
01|72106,Commune,Courtillers,529,Commune - Courtillers
01|44047,Commune,Couëron,530,Commune - Couëron
01|85070,Commune,Coëx,531,Commune - Coëx
01|72107,Commune,Crannes-en-Champagne,532,Commune - Crannes-en-Champagne
01|53084,Commune,Craon (53),533,Commune - Craon (53)
01|53085,Commune,Crennes-sur-Fraubée,534,Commune - Crennes-sur-Fraubée
01|72109,Commune,Crissé,535,Commune - Crissé
01|72110,Commune,Crosmières,536,Commune - Crosmières
01|44050,Commune,Crossac,537,Commune - Crossac
01|85076,Commune,Cugand,538,Commune - Cugand
01|53088,Commune,Cuillé,539,Commune - Cuillé
01|72111,Commune,Cures,540,Commune - Cures
01|85077,Commune,Curzon,541,Commune - Curzon
01|72051,Commune,Cérans-Foulletourte,542,Commune - Cérans-Foulletourte
01|85078,Commune,Damvix,543,Commune - Damvix
01|72112,Commune,Dangeul,544,Commune - Dangeul
01|53089,Commune,Daon,545,Commune - Daon
01|72113,Commune,Degré,546,Commune - Degré
01|72114,Commune,Dehault,547,Commune - Dehault
01|53090,Commune,Denazé,548,Commune - Denazé
01|49120,Commune,Denée,549,Commune - Denée
01|44051,Commune,Derval,550,Commune - Derval
01|72115,Commune,Dissay-sous-Courcillon,551,Commune - Dissay-sous-Courcillon
01|49123,Commune,Distré,552,Commune - Distré
01|44029,Commune,Divatte-sur-Loire,553,Commune - Divatte-sur-Loire
01|85080,Commune,Doix lès Fontaines,554,Commune - Doix lès Fontaines
01|72118,Commune,Dollon,555,Commune - Dollon
01|72119,Commune,Domfront-en-Champagne,556,Commune - Domfront-en-Champagne
01|85081,Commune,Dompierre-sur-Yon,557,Commune - Dompierre-sur-Yon
01|44052,Commune,Donges,558,Commune - Donges
01|72120,Commune,Doucelles,559,Commune - Doucelles
01|72121,Commune,Douillet,560,Commune - Douillet
01|49125,Commune,Doué-en-Anjou,561,Commune - Doué-en-Anjou
01|44053,Commune,Drefféac,562,Commune - Drefféac
01|72122,Commune,Duneau,563,Commune - Duneau
01|72123,Commune,Dureil,564,Commune - Dureil
01|49127,Commune,Durtal,565,Commune - Durtal
01|49121,Commune,Dénezé-sous-Doué,566,Commune - Dénezé-sous-Doué
01|53091,Commune,Désertines (53),567,Commune - Désertines (53)
01|53094,Commune,Entrammes,568,Commune - Entrammes
01|44054,Commune,Erbray,569,Commune - Erbray
01|49367,Commune,Erdre-en-Anjou,570,Commune - Erdre-en-Anjou
01|53096,Commune,Ernée,571,Commune - Ernée
01|85084,Commune,Essarts en Bocage,572,Commune - Essarts en Bocage
01|85086,Commune,Falleron,573,Commune - Falleron
01|72129,Commune,Fatines,574,Commune - Fatines
01|72130,Commune,Fay (72),575,Commune - Fay (72)
01|44056,Commune,Fay-de-Bretagne,576,Commune - Fay-de-Bretagne
01|85087,Commune,Faymoreau,577,Commune - Faymoreau
01|49135,Commune,Feneu,578,Commune - Feneu
01|44058,Commune,Fercé,579,Commune - Fercé
01|72131,Commune,Fercé-sur-Sarthe,580,Commune - Fercé-sur-Sarthe
01|72133,Commune,Fillé,581,Commune - Fillé
01|72134,Commune,Flée,582,Commune - Flée
01|53098,Commune,Fontaine-Couverte,583,Commune - Fontaine-Couverte
01|85092,Commune,Fontenay-le-Comte,584,Commune - Fontenay-le-Comte
01|72136,Commune,Fontenay-sur-Vègre,585,Commune - Fontenay-sur-Vègre
01|49140,Commune,Fontevraud-l'Abbaye,586,Commune - Fontevraud-l'Abbaye
01|53099,Commune,Forcé,587,Commune - Forcé
01|53100,Commune,Fougerolles-du-Plessis,588,Commune - Fougerolles-du-Plessis
01|85093,Commune,Fougeré,589,Commune - Fougeré
01|85094,Commune,Foussais-Payré,590,Commune - Foussais-Payré
01|72138,Commune,Fresnay-sur-Sarthe,591,Commune - Fresnay-sur-Sarthe
01|85095,Commune,Froidfond,592,Commune - Froidfond
01|53101,Commune,Fromentières (53),593,Commune - Fromentières (53)
01|44061,Commune,Frossay,594,Commune - Frossay
01|72139,Commune,Fyé,595,Commune - Fyé
01|44057,Commune,Fégréac,596,Commune - Fégréac
01|53102,Commune,Gastines,597,Commune - Gastines
01|44223,Commune,Geneston,598,Commune - Geneston
01|53104,Commune,Gennes-Longuefuye,599,Commune - Gennes-Longuefuye
01|49261,Commune,Gennes-Val-de-Loire,600,Commune - Gennes-Val-de-Loire
01|53105,Commune,Gesnes,601,Commune - Gesnes
01|72141,Commune,Gesnes-le-Gandelin,602,Commune - Gesnes-le-Gandelin
01|53106,Commune,Gesvres,603,Commune - Gesvres
01|85100,Commune,Givrand,604,Commune - Givrand
01|44064,Commune,Gorges (44),605,Commune - Gorges (44)
01|53107,Commune,Gorron,606,Commune - Gorron
01|85102,Commune,Grand'Landes,607,Commune - Grand'Landes
01|44065,Commune,Grand-Auverné,608,Commune - Grand-Auverné
01|72142,Commune,Grandchamp (72),609,Commune - Grandchamp (72)
01|44066,Commune,Grandchamps-des-Fontaines,610,Commune - Grandchamps-des-Fontaines
01|53109,Commune,Grazay,611,Commune - Grazay
01|49155,Commune,Grez-Neuville,612,Commune - Grez-Neuville
01|53110,Commune,Grez-en-Bouère,613,Commune - Grez-en-Bouère
01|85103,Commune,Grosbreuil,614,Commune - Grosbreuil
01|85104,Commune,Grues,615,Commune - Grues
01|72144,Commune,Gréez-sur-Roc,616,Commune - Gréez-sur-Roc
01|44068,Commune,Guenrouet,617,Commune - Guenrouet
01|72146,Commune,Guécélard,618,Commune - Guécélard
01|44067,Commune,Guémené-Penfao,619,Commune - Guémené-Penfao
01|44069,Commune,Guérande,620,Commune - Guérande
01|44063,Commune,Gétigné,621,Commune - Gétigné
01|53113,Commune,Hambers,622,Commune - Hambers
01|53114,Commune,Hardanges,623,Commune - Hardanges
01|44071,Commune,Haute-Goulaine,624,Commune - Haute-Goulaine
01|44072,Commune,Herbignac,625,Commune - Herbignac
01|53115,Commune,Hercé,626,Commune - Hercé
01|53117,Commune,Houssay (53),627,Commune - Houssay (53)
01|49174,Commune,Huillé-Lézigné,628,Commune - Huillé-Lézigné
01|44073,Commune,Héric,629,Commune - Héric
01|44074,Commune,Indre,630,Commune - Indre
01|49160,Commune,Ingrandes-Le Fresne sur Loire,631,Commune - Ingrandes-Le Fresne sur Loire
01|44075,Commune,Issé,632,Commune - Issé
01|53120,Commune,Izé,633,Commune - Izé
01|44076,Commune,Jans,634,Commune - Jans
01|85114,Commune,Jard-sur-Mer,635,Commune - Jard-sur-Mer
01|49163,Commune,Jarzé Villages,636,Commune - Jarzé Villages
01|72148,Commune,Jauzé,637,Commune - Jauzé
01|53121,Commune,Javron-les-Chapelles,638,Commune - Javron-les-Chapelles
01|72149,Commune,Joué-en-Charnie,639,Commune - Joué-en-Charnie
01|72150,Commune,Joué-l'Abbé,640,Commune - Joué-l'Abbé
01|44077,Commune,Joué-sur-Erdre,641,Commune - Joué-sur-Erdre
01|53122,Commune,Jublains,642,Commune - Jublains
01|44078,Commune,Juigné-des-Moutiers,643,Commune - Juigné-des-Moutiers
01|72151,Commune,Juigné-sur-Sarthe,644,Commune - Juigné-sur-Sarthe
01|72152,Commune,Juillé (72),645,Commune - Juillé (72)
01|72153,Commune,Jupilles,646,Commune - Jupilles
01|49170,Commune,Juvardeil,647,Commune - Juvardeil
01|53123,Commune,Juvigné,648,Commune - Juvigné
01|85001,Commune,L'Aiguillon-la-Presqu'île,649,Commune - L'Aiguillon-la-Presqu'île
01|85002,Commune,L'Aiguillon-sur-Vie,650,Commune - L'Aiguillon-sur-Vie
01|85108,Commune,L'Herbergement,651,Commune - L'Herbergement
01|85110,Commune,L'Hermenault,652,Commune - L'Hermenault
01|53119,Commune,L'Huisserie,653,Commune - L'Huisserie
01|85167,Commune,L'Orbrie,654,Commune - L'Orbrie
01|85083,Commune,L'Épine (85),655,Commune - L'Épine (85)
01|85111,Commune,L'Île-d'Elle,656,Commune - L'Île-d'Elle
01|85112,Commune,L'Île-d'Olonne,657,Commune - L'Île-d'Olonne
01|85113,Commune,L'Île-d'Yeu,658,Commune - L'Île-d'Yeu
01|53015,Commune,La Baconnière,659,Commune - La Baconnière
01|85012,Commune,La Barre-de-Monts,660,Commune - La Barre-de-Monts
01|44055,Commune,La Baule-Escoublac,661,Commune - La Baule-Escoublac
01|72024,Commune,La Bazoge,662,Commune - La Bazoge
01|53021,Commune,La Bazoge-Montpinçon,663,Commune - La Bazoge-Montpinçon
01|53022,Commune,La Bazouge-de-Chemeré,664,Commune - La Bazouge-de-Chemeré
01|53023,Commune,La Bazouge-des-Alleux,665,Commune - La Bazouge-des-Alleux
01|85021,Commune,La Bernardière,666,Commune - La Bernardière
01|44012,Commune,La Bernerie-en-Retz,667,Commune - La Bernerie-en-Retz
01|53031,Commune,La Bigottière,668,Commune - La Bigottière
01|53033,Commune,La Boissière (53),669,Commune - La Boissière (53)
01|85025,Commune,La Boissière-de-Montaigu,670,Commune - La Boissière-de-Montaigu
01|85026,Commune,La Boissière-des-Landes,671,Commune - La Boissière-des-Landes
01|44016,Commune,La Boissière-du-Doré,672,Commune - La Boissière-du-Doré
01|72040,Commune,La Bosse (72),673,Commune - La Bosse (72)
01|49045,Commune,La Breille-les-Pins,674,Commune - La Breille-les-Pins
01|85036,Commune,La Bretonnière-la-Claye,675,Commune - La Bretonnière-la-Claye
01|85039,Commune,La Bruffière,676,Commune - La Bruffière
01|72049,Commune,La Bruère-sur-Loir,677,Commune - La Bruère-sur-Loir
01|53045,Commune,La Brûlatte,678,Commune - La Brûlatte
01|85040,Commune,La Caillère-Saint-Hilaire,679,Commune - La Caillère-Saint-Hilaire
01|85045,Commune,La Chaize-Giraud,680,Commune - La Chaize-Giraud
01|85046,Commune,La Chaize-le-Vicomte,681,Commune - La Chaize-le-Vicomte
01|53056,Commune,La Chapelle-Anthenaise,682,Commune - La Chapelle-Anthenaise
01|53058,Commune,La Chapelle-Craonnaise,683,Commune - La Chapelle-Craonnaise
01|44031,Commune,La Chapelle-Glain,684,Commune - La Chapelle-Glain
01|85054,Commune,La Chapelle-Hermier,685,Commune - La Chapelle-Hermier
01|44032,Commune,La Chapelle-Heulin,686,Commune - La Chapelle-Heulin
01|72064,Commune,La Chapelle-Huon,687,Commune - La Chapelle-Huon
01|44033,Commune,La Chapelle-Launay,688,Commune - La Chapelle-Launay
01|85055,Commune,La Chapelle-Palluau,689,Commune - La Chapelle-Palluau
01|53059,Commune,La Chapelle-Rainsouin,690,Commune - La Chapelle-Rainsouin
01|72065,Commune,La Chapelle-Saint-Aubin,691,Commune - La Chapelle-Saint-Aubin
01|72066,Commune,La Chapelle-Saint-Fray,692,Commune - La Chapelle-Saint-Fray
01|49076,Commune,La Chapelle-Saint-Laud,693,Commune - La Chapelle-Saint-Laud
01|72067,Commune,La Chapelle-Saint-Rémy,694,Commune - La Chapelle-Saint-Rémy
01|85056,Commune,La Chapelle-Thémer,695,Commune - La Chapelle-Thémer
01|53057,Commune,La Chapelle-au-Riboul,696,Commune - La Chapelle-au-Riboul
01|72060,Commune,La Chapelle-aux-Choux,697,Commune - La Chapelle-aux-Choux
01|85053,Commune,La Chapelle-aux-Lys,698,Commune - La Chapelle-aux-Lys
01|72061,Commune,La Chapelle-d'Aligné,699,Commune - La Chapelle-d'Aligné
01|44030,Commune,La Chapelle-des-Marais,700,Commune - La Chapelle-des-Marais
01|72062,Commune,La Chapelle-du-Bois,701,Commune - La Chapelle-du-Bois
01|44035,Commune,La Chapelle-sur-Erdre,702,Commune - La Chapelle-sur-Erdre
01|72068,Commune,La Chartre-sur-le-Loir,703,Commune - La Chartre-sur-le-Loir
01|44221,Commune,La Chevallerais,704,Commune - La Chevallerais
01|44041,Commune,La Chevrolière,705,Commune - La Chevrolière
01|85059,Commune,La Châtaigneraie,706,Commune - La Châtaigneraie
01|85072,Commune,La Copechagnière,707,Commune - La Copechagnière
01|85074,Commune,La Couture (85),708,Commune - La Couture (85)
01|53086,Commune,La Croixille,709,Commune - La Croixille
01|53087,Commune,La Cropte,710,Commune - La Cropte
01|53093,Commune,La Dorée,711,Commune - La Dorée
01|85089,Commune,La Ferrière (85),712,Commune - La Ferrière (85)
01|72132,Commune,La Ferté-Bernard,713,Commune - La Ferté-Bernard
01|72154,Commune,La Flèche,714,Commune - La Flèche
01|72135,Commune,La Fontaine-Saint-Martin,715,Commune - La Fontaine-Saint-Martin
01|85096,Commune,La Garnache,716,Commune - La Garnache
01|85097,Commune,La Gaubretière,717,Commune - La Gaubretière
01|85098,Commune,La Genétouze (85),718,Commune - La Genétouze (85)
01|53108,Commune,La Gravelle,719,Commune - La Gravelle
01|44224,Commune,La Grigonnais,720,Commune - La Grigonnais
01|72147,Commune,La Guierche,721,Commune - La Guierche
01|85106,Commune,La Guérinière,722,Commune - La Guérinière
01|44070,Commune,La Haie-Fouassière,723,Commune - La Haie-Fouassière
01|53111,Commune,La Haie-Traversaine,724,Commune - La Haie-Traversaine
01|49161,Commune,La Jaille-Yvon,725,Commune - La Jaille-Yvon
01|85115,Commune,La Jaudonnière,726,Commune - La Jaudonnière
01|85116,Commune,La Jonchère,727,Commune - La Jonchère
01|49171,Commune,La Lande-Chasles,728,Commune - La Lande-Chasles
01|44083,Commune,La Limouzinière,729,Commune - La Limouzinière
01|44090,Commune,La Marne,730,Commune - La Marne
01|85140,Commune,La Meilleraie-Tillay,731,Commune - La Meilleraie-Tillay
01|44095,Commune,La Meilleraye-de-Bretagne,732,Commune - La Meilleraye-de-Bretagne
01|85142,Commune,La Merlatière,733,Commune - La Merlatière
01|72198,Commune,La Milesse,734,Commune - La Milesse
01|44101,Commune,La Montagne (44),735,Commune - La Montagne (44)
01|49201,Commune,La Ménitré,736,Commune - La Ménitré
01|53173,Commune,La Pallu,737,Commune - La Pallu
01|49237,Commune,La Pellerine (49),738,Commune - La Pellerine (49)
01|53177,Commune,La Pellerine (53),739,Commune - La Pellerine (53)
01|49240,Commune,La Plaine,740,Commune - La Plaine
01|44126,Commune,La Plaine-sur-Mer,741,Commune - La Plaine-sur-Mer
01|44127,Commune,La Planche,742,Commune - La Planche
01|49247,Commune,La Possonnière,743,Commune - La Possonnière
01|72249,Commune,La Quinte,744,Commune - La Quinte
01|85186,Commune,La Rabatelière,745,Commune - La Rabatelière
01|44140,Commune,La Regrippière,746,Commune - La Regrippière
01|44141,Commune,La Remaudière,747,Commune - La Remaudière
01|44222,Commune,La Roche-Blanche (44),748,Commune - La Roche-Blanche (44)
01|53136,Commune,La Roche-Neuville,749,Commune - La Roche-Neuville
01|85191,Commune,La Roche-sur-Yon,750,Commune - La Roche-sur-Yon
01|49260,Commune,La Romagne (49),751,Commune - La Romagne (49)
01|53192,Commune,La Rouaudière,752,Commune - La Rouaudière
01|53191,Commune,La Roë,753,Commune - La Roë
01|85188,Commune,La Réorthe,754,Commune - La Réorthe
01|53258,Commune,La Selle-Craonnaise,755,Commune - La Selle-Craonnaise
01|72346,Commune,La Suze-sur-Sarthe,756,Commune - La Suze-sur-Sarthe
01|49332,Commune,La Séguinière,757,Commune - La Séguinière
01|85286,Commune,La Taillée,758,Commune - La Taillée
01|85289,Commune,La Tardière,759,Commune - La Tardière
01|49343,Commune,La Tessoualle,760,Commune - La Tessoualle
01|85294,Commune,La Tranche-sur-Mer,761,Commune - La Tranche-sur-Mer
01|44211,Commune,La Turballe,762,Commune - La Turballe
01|72155,Commune,Laigné-en-Belin,763,Commune - Laigné-en-Belin
01|85117,Commune,Lairoux,764,Commune - Lairoux
01|72156,Commune,Lamnay,765,Commune - Lamnay
01|85118,Commune,Landeronde,766,Commune - Landeronde
01|85120,Commune,Landevieille,767,Commune - Landevieille
01|53125,Commune,Landivy,768,Commune - Landivy
01|53126,Commune,Larchamp,769,Commune - Larchamp
01|53127,Commune,Lassay-les-Châteaux,770,Commune - Lassay-les-Châteaux
01|53128,Commune,Laubrières,771,Commune - Laubrières
01|53129,Commune,Launay-Villiers,772,Commune - Launay-Villiers
01|53130,Commune,Laval,773,Commune - Laval
01|72157,Commune,Lavardin (72),774,Commune - Lavardin (72)
01|72158,Commune,Lavaré,775,Commune - Lavaré
01|44080,Commune,Lavau-sur-Loire,776,Commune - Lavau-sur-Loire
01|72160,Commune,Lavernat,777,Commune - Lavernat
01|72022,Commune,Le Bailleul,778,Commune - Le Bailleul
01|85022,Commune,Le Bernard,779,Commune - Le Bernard
01|44014,Commune,Le Bignon,780,Commune - Le Bignon
01|53030,Commune,Le Bignon-du-Maine,781,Commune - Le Bignon-du-Maine
01|85031,Commune,Le Boupère,782,Commune - Le Boupère
01|53039,Commune,Le Bourgneuf-la-Forêt,783,Commune - Le Bourgneuf-la-Forêt
01|72046,Commune,Le Breil-sur-Mérize,784,Commune - Le Breil-sur-Mérize
01|53046,Commune,Le Buret,785,Commune - Le Buret
01|44028,Commune,Le Cellier,786,Commune - Le Cellier
01|85050,Commune,Le Champ-Saint-Père,787,Commune - Le Champ-Saint-Père
01|49112,Commune,Le Coudray-Macouard,788,Commune - Le Coudray-Macouard
01|44049,Commune,Le Croisic,789,Commune - Le Croisic
01|85088,Commune,Le Fenouiller,790,Commune - Le Fenouiller
01|53103,Commune,Le Genest-Saint-Isle,791,Commune - Le Genest-Saint-Isle
01|85099,Commune,Le Girouard,792,Commune - Le Girouard
01|85101,Commune,Le Givre,793,Commune - Le Givre
01|72143,Commune,Le Grand-Lucé,794,Commune - Le Grand-Lucé
01|72145,Commune,Le Grez,795,Commune - Le Grez
01|85105,Commune,Le Gué-de-Velluire,796,Commune - Le Gué-de-Velluire
01|44062,Commune,Le Gâvre,797,Commune - Le Gâvre
01|53112,Commune,Le Ham (53),798,Commune - Le Ham (53)
01|53116,Commune,Le Horps,799,Commune - Le Horps
01|53118,Commune,Le Housseau-Brétignolles,800,Commune - Le Housseau-Brétignolles
01|44079,Commune,Le Landreau,801,Commune - Le Landreau
